Data_as_of,Start_week,End_Week,State,Sex,Age_group,COVID-19_Deaths,Total_Deaths,Pneumonia_Deaths,Pneumonia_and_COVID-19_Deaths,Influenza_Deaths,"Pneumonia,_Influenza,_or_COVID-19_Deaths",Footnote
09/09/2020,02/01/2020,09/05/2020,Hawaii,Male,15-24_years,0,40,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Male,18-29_years,0,62,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Male,25-34_years,0,75,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Male,30-49_years,0,292,11,0,0,11,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Male,35-44_years,0,135,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Male,45-54_years,,267,,,0,10,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Male,50-64_years,,699,21,,,29,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Male,55-64_years,,541,17,,,23,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Male,65-74_years,11,831,42,,,51,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Male,75-84_years,,851,55,,,62,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Male,85_years_and_over,10,1007,92,,,100,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Male,All_Ages,35,3774,225,17,14,257,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,Under_1_year,0,25,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,0-17_years,0,36,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,1-4_years,0,,0,0,0,0,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,5-14_years,0,,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,15-24_years,0,16,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,18-29_years,,26,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,25-34_years,,32,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,30-49_years,0,125,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,35-44_years,0,52,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,45-54_years,,130,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,50-64_years,,377,27,,,30,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,55-64_years,,300,24,,,27,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,65-74_years,,507,34,,,39,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,75-84_years,,641,28,0,0,33,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,85_years_and_over,,1506,91,,,95,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Female,All_Ages,20,3218,186,,,203,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,Under_1_year,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,0-17_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,1-4_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,5-14_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,15-24_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,18-29_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,25-34_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,30-49_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,35-44_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,45-54_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,50-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,55-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,65-74_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,75-84_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,85_years_and_over,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,Unknown,All_Ages,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Hawaii,All_Sexes,All_Ages,55,6992,411,26,20,460,
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,Under_1_year,0,39,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,0-17_years,0,88,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,1-4_years,0,10,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,5-14_years,0,17,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,15-24_years,0,84,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,18-29_years,0,114,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,25-34_years,0,110,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,30-49_years,,351,,,,11,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,35-44_years,,167,,,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,45-54_years,,270,,0,0,13,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,50-64_years,19,765,40,,,54,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,55-64_years,17,621,33,,,45,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,65-74_years,39,1040,63,16,,93,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,75-84_years,81,1248,91,28,,145,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,85_years_and_over,67,1113,69,29,,108,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Male,All_Ages,213,4719,269,82,13,413,
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,Under_1_year,0,27,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,0-17_years,0,49,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,1-4_years,0,,0,0,0,0,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,5-14_years,0,,0,0,0,0,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,15-24_years,0,28,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,18-29_years,0,45,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,25-34_years,0,63,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,30-49_years,,189,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,35-44_years,,89,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,45-54_years,,169,12,,0,14,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,50-64_years,13,553,37,,,48,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,55-64_years,11,450,30,,,40,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,65-74_years,30,740,54,14,,72,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,75-84_years,39,1095,48,12,,76,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,85_years_and_over,79,1601,78,22,,141,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Idaho,Female,All_Ages,165,4272,224,54,12,347,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,Under_1_year,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,0-17_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,1-4_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,5-14_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,15-24_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,18-29_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,25-34_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,30-49_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,35-44_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,45-54_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,50-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,55-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,65-74_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,75-84_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,85_years_and_over,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,Unknown,All_Ages,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Idaho,All_Sexes,All_Ages,378,8991,493,136,25,760,
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,Under_1_year,,217,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,0-17_years,,427,,,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,1-4_years,0,41,0,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,5-14_years,,67,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,15-24_years,,636,,,0,13,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,18-29_years,23,1113,21,,,39,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,25-34_years,44,1147,35,13,,68,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,30-49_years,279,3149,192,118,,357,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,35-44_years,127,1497,89,51,,168,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,45-54_years,307,2637,238,146,,402,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,50-64_years,797,7590,722,403,17,1133,
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,55-64_years,612,6037,568,316,15,879,
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,65-74_years,1021,8350,996,551,15,1481,
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,75-84_years,1048,8831,1123,558,19,1632,
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,85_years_and_over,859,8597,982,414,14,1440,
09/09/2020,02/01/2020,09/05/2020,Illinois,Male,All_Ages,4029,38057,4041,2053,72,6088,
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,Under_1_year,,166,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,0-17_years,,266,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,1-4_years,0,28,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,5-14_years,0,44,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,15-24_years,,203,,,,10,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,18-29_years,12,354,12,,,21,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,25-34_years,20,402,23,,,35,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,30-49_years,108,1516,117,52,,177,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,35-44_years,51,718,54,24,,85,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,45-54_years,125,1471,132,62,,197,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,50-64_years,407,4578,459,213,18,671,
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,55-64_years,324,3682,376,173,16,543,
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,65-74_years,566,5989,633,303,15,910,
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,75-84_years,814,8524,932,401,27,1371,
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,85_years_and_over,1436,14532,1357,593,39,2239,
09/09/2020,02/01/2020,09/05/2020,Illinois,Female,All_Ages,3344,35759,3513,1566,107,5396,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,Under_1_year,0,,0,0,0,0,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,0-17_years,0,,0,0,0,0,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,1-4_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,5-14_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,15-24_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,18-29_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,25-34_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,30-49_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,35-44_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,45-54_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,50-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,55-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,65-74_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,75-84_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,85_years_and_over,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Illinois,Unknown,All_Ages,0,,0,0,0,0,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Illinois,All_Sexes,All_Ages,7373,73817,7554,3619,179,11484,
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,Under_1_year,0,132,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,0-17_years,,243,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,1-4_years,,17,0,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,5-14_years,0,53,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,15-24_years,,339,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,18-29_years,,610,10,,0,11,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,25-34_years,10,678,19,,0,23,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,30-49_years,47,1727,82,20,,116,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,35-44_years,16,768,36,,,46,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,45-54_years,58,1455,94,23,,136,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,50-64_years,231,4309,348,111,13,480,
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,55-64_years,197,3447,288,96,11,399,
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,65-74_years,433,4992,534,208,13,772,
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,75-84_years,467,5343,634,212,16,904,
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,85_years_and_over,453,4613,504,196,12,773,
09/09/2020,02/01/2020,09/05/2020,Indiana,Male,All_Ages,1636,21837,2115,749,61,3061,
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,Under_1_year,0,122,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,0-17_years,0,187,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,1-4_years,0,18,0,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,5-14_years,0,32,0,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,15-24_years,,103,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,18-29_years,,209,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,25-34_years,,274,,,,11,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,30-49_years,29,931,52,16,,67,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,35-44_years,15,401,22,,0,28,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,45-54_years,40,927,72,20,,97,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,50-64_years,141,2882,263,73,16,347,
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,55-64_years,115,2332,216,60,12,283,
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,65-74_years,266,3725,379,120,13,538,
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,75-84_years,461,5188,515,187,15,803,
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,85_years_and_over,711,7804,599,198,24,1135,
09/09/2020,02/01/2020,09/05/2020,Indiana,Female,All_Ages,1612,20926,1815,595,72,2902,
09/09/2020,02/01/2020,09/05/2020,Indiana,Unknown,Under_1_year,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Indiana,Unknown,0-17_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Indiana,Unknown,1-4_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Indiana,Unknown,5-14_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Indiana,Unknown,15-24_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Indiana,Unknown,18-29_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Indiana,Unknown,25-34_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Indiana,Unknown,30-49_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Indiana,Unknown,35-44_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Indiana,Unknown,45-54_years,0,0,0,0,0,0,
